BodyName,Ad,Ag,Al,Ar,Au,Be,C6Hn,Cl,Co,Cs,Cu,Dy,Eu,F,Fe,H2O,He-3,Hg,HnCn,Ie,IL,Ir,Li,Nd,Ne,Ni,Pb,Pd,Pt,Pu,R-COC,Rc,Sb,SiH3Cl,Ta,Ti,Tsn,U,V,Vr,Vy,W,Xe,xF4,Yb
Decaran I,,,,X,,,X,X,,,,,,,X,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
Decaran II,,,X,,,X,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decaran III,,,,,,,,,X,,X,,,,,X,,,,,,,,,,X,X,X,,,,,,,,,,X,,,,X,,,
Decaran IV,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decaran V,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decaran V-a,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decaran V-b,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decaran VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decaran VI-a,,,,,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decaran VII,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decaran VII-a,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
Decaran VII-b,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,X,,,X,,,,
Decaran VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decaran VIII-a,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decaran VIII-b,,,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Decaran IX,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foucault I,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foucault I-a,,,X,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Foucault I-b,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foucault II,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,
Foucault II-a,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foucault II-b,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foucault III,,,,,,,,,,,,,,,,X,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,
Foucault III-a,,,,,,,,,,,,,,,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
Foucault III-b,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foucault IV,,,X,,,X,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Foucault V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foucault V-a,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Foucault V-b,,,,,,,,,,,X,,,,X,X,,X,X,,,,,,,X,X,,,,,,,,,,,,,,,,,,
Foucault V-c,,,,,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foucault V-d,,,,,,,,,X,,X,,,X,,X,,,,,,,,,,X,X,,,,,,,,,,,,,,,X,,,
Foucault VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foucault VI-a,,,,,X,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foucault VI-b,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foucault VI-c,,,X,,,,,,,,X,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
Foucault VI-d,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
Foucault VI-e,,,,,X,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
Foucault VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foucault VII-a,,,,,,,,,,,,,,,X,X,,,,,,,,,,,X,,,,,,,,,X,,X,X,,,X,,,
Foucault VII-b,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,
Foucault VII-c,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Foucault VII-d,,,,X,,,X,X,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Foucault VII-e,,,X,X,,,,,,,,,,,,X,X,,,,,,,X,,,X,,,,X,,,,,,,X,,,,,,,
Foucault VIII,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foucault VIII-a,,,,,,,,,,,X,,,X,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
Kang I,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X
Kang II,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kang III,,X,,,,,,,,,,,,,X,X,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
Kang IV,,,,,,,,X,X,,,,,,,X,,,,,,X,,,,X,X,,,,,,,,,,,X,X,,,,,,
Kang IV-a,,,X,X,,,,,,,,,,,,X,X,,,,,,,,,X,X,,,,,,,,,,,X,,,,,,,
Kang IV-b,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X
Kang IV-c,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kang V,,,,X,,,,,X,,,,,,X,X,,,X,,,,,,,X,X,,,,,,,,X,,,,,,,,,,
Kang VI,,,,,,,,,,,X,,,,,X,,,,,,,,,,,X,,,,,,X,,,X,,,,,,,,,
Kang VI-a,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kang VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kang VII-a,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
Kang VII-b,,,,,,,,,,,X,,,,,X,,,,,,X,,,,X,,,,,,,,,,,,X,,,,,,,
Kang VII-c,,,,,,,,,,,X,,,X,,X,,,,,,,,,,X,X,,,,,,,,,,,X,,,,,,X,
Kang VII-d,,,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Kang VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kang VIII-a,,,X,,,X,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Kang VIII-b,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Kang VIII-c,,,,,,,,X,,,X,,,,X,X,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,X
Kang VIII-d,,X,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Maal I,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X
Maal I-a,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maal I-b,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maal II,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Maal II-a,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maal III,,,,,X,,,,,,X,,,,X,,,,X,,,,,,,,X,,,,,,,,,X,,,,,,,,,
Maal III-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maal IV,,X,,,,,,X,,,,,,,,X,,X,,,,X,,,,,X,,,,,,,,,,,X,,,,,,,
Maal V,,X,,X,,,,X,X,,,,,,,X,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,
Maal V-a,,,X,,,X,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Maal VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maal VI-a,,,X,,,X,,X,,,,,,,,X,X,,,,,,X,,,,X,,,,,,,,,,,X,,,,,,,
Maal VI-b,,,,,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maal VI-c,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maal VII,,,,,,,,,,,X,,,X,,X,,,,,,,,,,X,,,X,,,,,,,,,,,,,X,,X,
Maal VIII,,,,,,,,X,,,X,,,,X,X,,,,,,X,,,,X,,,,,,,,,,,,X,X,,,,,,
Maal VIII-a,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
Maal IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maal IX-a,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maal IX-b,,,,,,,,X,,,X,,,,,X,,,,,,,,,,,,,,,,,X,,,,,X,X,,,,,,
Maal IX-c,,,,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
Maal IX-d,,,,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maal X,,,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Sparta I,,,,,,,,X,,,,,,,X,,,,X,,,X,,,,,,,,,,,,,X,,,X,X,,,,,,
Sparta II,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,X,,X,,,,X,,,
Sparta II-a,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparta II-b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparta III,,,,X,,,X,,,,X,,,X,X,X,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,
Sparta III-a,,,X,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Sparta IV,,,,,,,,X,,,X,,,X,,X,,,X,,X,,,,,,,,,,,,,X,,,,,,,,,,,
Sparta V,,,,,,,,,X,,,,,,X,X,,,X,,,,,,,X,,,X,,,,,,X,,,X,,,,,,,
Sparta V-a,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparta VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparta VI-a,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
Sparta VI-b,,,,,,,,,,,,,,,,X,,,,,,X,,,,X,X,X,,,,,,,,,,X,,,,,,,
Sparta VI-c,,X,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Sparta VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparta VII-a,,,,,,,,X,X,,,,,,,X,,,,,,,,,,X,X,,X,,,,,,,,,,,,,,,,
Sparta VII-b,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparta VII-c,,,,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
Sparta VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparta VIII-a,,,,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
Sparta VIII-b,,,X,,,X,,,,,X,,,X,,X,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Sparta VIII-c,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zelazny I,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,
Zelazny II,,,,X,,,,X,,,,,,,X,X,,,,,,,,,,,X,,,,,,,X,,X,,,,,,X,,,
Zelazny II-a,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zelazny III,,,,X,,,,X,,X,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,
Zelazny IV,,,,,,,,X,,,X,,,X,,X,,,,,,,X,,,,X,,,,,,,X,,,,,,,,,,X,
Zelazny V,,,,,,,,X,,,,,,,,X,,,,,,,X,,,X,X,,X,,,,,,,,,X,,,,,X,,
Zelazny VI,,,,,,,,X,,,,,,,X,X,,,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,
Zelazny VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zelazny VII-a,,,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Zelazny VII-b,,,,,,,,,X,,,,,,X,X,,,,,,,,,,X,X,,X,,,,,,,X,,,,,,,,,
Zelazny VII-c,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,
Zelazny VII-d,,,,X,,,,,,,,,,,,X,,,,,,X,,,,X,,X,,X,,,,,,,,X,X,,,,,,
Zelazny VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zelazny VIII-a,,,,X,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
Zelazny VIII-b,,,,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zelazny VIII-c,,X,,,,,,,X,,,,,,,X,,,,,,,,,,X,X,X,X,,,,,,,,,X,,,,,,,
Zelazny VIII-d,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zelazny VIII-e,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
Charybdis I,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,
Charybdis II,,,X,X,,X,,X,,,,,X,,,X,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,
Charybdis III,,,,,,,,X,,X,X,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
Charybdis IV,,,,,X,,,,X,,X,,,,,X,,,,,,X,,,,X,,,,,,,,,,,,X,,,,,,,
Charybdis IV-a,,,X,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Charybdis V,,,,,X,,,X,,,X,,,,,X,,,,,,,,,,,X,,,,,,X,,,X,,,,,,X,,,
Charybdis V-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charybdis VI,,,,,,,,,X,,X,,,X,,X,,,,,,X,,,,X,,,X,,,,,,,,,X,,,,,,,
Charybdis VI-a,,,X,,,X,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Charybdis VI-b,,,,,,,,X,,,,,,,X,X,,,X,,,,,,,,,,,,,,,,X,,,X,,,,,,,
Charybdis VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charybdis VII-a,,,,,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charybdis VII-b,,,,,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
Charybdis VII-c,,,,,,,,,,,,,,,,X,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Charybdis VII-d,,,,,,,,X,X,,,,,,X,X,,,,,,,,,,X,X,,X,,,,,,X,,,,,,,,,,
Charybdis VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charybdis VIII-a,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Charybdis VIII-b,,,,X,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,
Charybdis IX,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enlil I,,,,,,,,,X,,,,,,,,,,,,,,,,,X,X,,X,,,,,,,,,X,,,,,,,
Enlil I-a,,,,,,,,,X,,,,,,,,,,,,,X,,,,X,X,,,,,,,,,,,X,,,,,,,
Enlil II,,,X,,,X,,X,,,,,,,X,X,,,X,,,,,,,,,,,,,,,X,X,,,,,,,,,,
Enlil II-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enlil III,,,,X,,,X,X,,,,,,,X,X,,,X,,,,,,,X,,,,,,,,,X,,,,,,,,,,
Enlil IV,,,,X,,,X,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Enlil IV-a,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enlil V,,,,,,,,,,,X,,,X,,X,,,,,,X,,,,,,,,,,,,,,,,X,X,,,,,,
Enlil VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enlil VI-a,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
Enlil VI-b,,,,,X,,,,,,X,,,X,,X,,,,,,,,,,X,X,,,,,,,,,,,X,,,,X,,,
Enlil VI-c,,,,,X,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enlil VI-d,,,,,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enlil VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enlil VII-a,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonis I,,X,X,,,X,,X,,,,,,,,,X,,,,,,,X,,,X,,,,,,,,,,,X,,,,,,,
Leonis I-a,,,X,,,X,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Leonis I-b,,X,X,,,,,,X,,,,,,,,X,,,,,,,,,X,X,,,,,,,,,,,X,,,,,,,
Leonis II,,X,X,,,X,,,,,,,,,,,X,X,,,,,,,,,X,,,,,,,,,,,X,,,,,,,
Leonis II-a,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonis III,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,X,,,,,,,,X,,,,,,,
Leonis IV,,,,,,,,X,X,,,,,,X,X,,,X,,,,,,,X,,,X,,,,,X,,,,,,,,,,,
Leonis V,,,,X,,,X,X,,,,,,,X,X,,,X,,,,X,,,,,,,,,,,X,,,,,,,,,,,
Leonis V-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonis VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonis VII,,,,X,,,X,,X,,,,,,X,X,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,
Leonis VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonis VIII-a,,X,,,,,,X,,,X,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Leonis VIII-b,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Leonis VIII-c,,,,X,,,,X,,,,,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,X
Leonis IX,,,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Proxima Ternion I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proxima Ternion I-a,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proxima Ternion I-b,,X,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Proxima Ternion I-c,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proxima Ternion II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
Proxima Ternion III,,,X,,,,,X,,X,X,,,X,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Proxima Ternion IV,,,,,,,,X,,,,,,,X,X,,,X,,,,X,,,,,,,X,,,,,,,,X,,,,,,,
Proxima Ternion IV-a,,,X,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rana I,,,,,,,,,,,,,,,X,,,,X,,,,,,,,X,,,,,,,,X,X,,X,X,,,X,,,
Rana I-a,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rana I-b,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rana I-c,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rana II,,X,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,
Rana II-a,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rana III,,,X,X,,,X,,,,,,,,,X,,,,,,,,,,X,X,,X,,,,,,,,,,,,,X,,,
Rana III-a,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X
Rana IV,,X,,X,,,X,X,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Rana V,,,,X,,,,,,,X,,,X,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,X,,,
Rana V-a,,,X,,,X,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Rana VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rana VI-a,,,X,,,X,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rana VI-b,,,,,,,,X,,,,,,,X,X,,,X,,,,X,,,X,,,,,,,,X,,,,X,,,,,,,
Rana VI-c,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,
Rana VI-d,,X,,,,,,,,,X,,,X,,X,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,
Rana VI-e,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Rana VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rana VII-a,,,,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rana VII-b,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
Rana VIII,,,,,,,,,,,X,,,X,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,
Rana IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rana IX-a,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rana IX-b,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schrodinger I,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schrodinger I-a,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schrodinger II,X,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,X,,,,X,,X,,X,,,,X,,,
Schrodinger III,,,,X,,,,X,X,,,,,,X,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Schrodinger III-a,,,X,,,X,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Schrodinger IV,,,X,,,,X,X,,,X,,,X,,X,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,
Schrodinger V,,,,,,,,,,,,,,,,X,,,,,,X,,,,X,,,,,,,,,,,,X,X,,,,,,
Schrodinger V-a,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schrodinger VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schrodinger VI-a,,X,,,,,,,,,,,,,,X,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Schrodinger VI-b,,,,,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schrodinger VI-c,,,,X,,,,,,,,,,,X,X,,,X,,,,,,X,,X,,,,X,,,,X,,,,,,,,,,
Schrodinger VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schrodinger VII-a,,,X,,,X,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Schrodinger VII-b,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
Schrodinger VII-c,,,,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schrodinger VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schrodinger VIII-a,,,,,,,,X,X,,,,,,X,X,,,X,,,,,,,X,X,,,,,,,,,,,X,,,,,,,
Schrodinger VIII-b,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
Schrodinger VIII-c,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schrodinger VIII-d,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
Schrodinger VIII-e,,,,,,,,X,,,,X,,,X,X,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,
Algorab I,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,X,,,,,,,
Algorab II,,,,X,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,
Algorab III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algorab III-a,,,,X,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
Algorab III-b,,,X,X,,,X,X,,,,,,,X,X,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,
Algorab III-c,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algorab III-d,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algorab III-e,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
Bardeen I,,,,,,,,X,X,,,,,,X,,,,,,,,,,,X,,,,,,,,X,X,,,X,,,,,,,
Bardeen I-a,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,X
Bardeen II,,X,,,,,,,,,,,,,X,,,,X,,,,,,,,X,,,,,,,,X,,,X,,,,,,,
